,ALink,SName,SLink,Lyric,Idiom
968,/ac-dc/,highway hell,/ac-dc/highway-to-the-hell.html,living easy livin free season ticket oneway ride asking nothing leave taking everything stride need reason need rhyme aint nothing would rather going party friend gonna highway hell highway hell highway hell highway hell stop sign speedin limit nobody gonna slow wheel gonna spin nobody gonna mess round hey satan paid due playin rockin band hey mama look way promise land wow highway hell highway hell highway hell highway hell stop highway hell highway hell highway hell highway hell highway hell highway hell highway hell highway hell going way highway hell,ENGLISH
969,/ac-dc/,hold back,/ac-dc/hold-me-back.html,big fat cadillac built honk thatll blow avenue hot dog kickin bend thing sugar looking woman bald headed man give five boy thats ill big fat momma hold tune gotta slip bone hard mean honky tonk woman best cant hold back cant hold back cant hold back heart attack cant hold back honky tonk big ball hit thrill sugar boot money baby thatll kill honky tonk golden mile gotta bald headed woman loaded town ball man drivin balk kill call ville gotta map wrong town hit road whole boppa movin road cant hold back cant hold back cant hold back heart attack cant hold back cant hold back cant hold back cant hold back heart attack cant hold back cant hold back cant hold back cant hold back cant hold back cant hold back cant hold back cant hold back heart attack cant hold back hold back cant hold back hold back cant hold back hold back cant hold back hold back cant hold back hold back cant hold back hold back cant hold back hold back cant hold back,ENGLISH
970,/ac-dc/,honey roll,/ac-dc/honey-roll.html,honey roll lettuce top strap bed make rock run flag send home push wall make moan shes mine take want need take hide gonna blow mind cmon taste honey cause feel fine turn upside turn inside turn around turn turn honey bend touch toe take bomb explodes rockin roller coaster flyin top take high diving long drop shes mine take want need take hide gonna blow mind cmon taste honey cause feel fine turn upside turn inside turn around turn turn,ENGLISH
971,/ac-dc/,house jazz,/ac-dc/house-of-jazz.html,humdinger bell ringer nasty stinger slow mud slinger gold digger point finger kickin fightin tv show lightin blindin middle road comin comin said house house house jazz house house house jazz yes ball stripper big tipper slap tickler make growl spitin bitin tv show tightenin frightenin givin load comin comin said house house house jazz house house house jazz comin comin comin said house house house jazz house house house jazz comin comin said house jazz house house house jazz house jazz,ENGLISH
972,/ac-dc/,put finger,/ac-dc/i-put-the-finger-on-you.html,put finger hand control cant stop getting moving accord yes ive fire finger tip radiating onto cant control cant even hold knocking door put finger right put finger right put finger put finger put finger yeah put finger put finger put finger sure key unlocking door ive broken security hand aint tied better watch cant control cant even hold sneaking front door feel ankle feel knee feel thigh feel put finger right put finger right put finger put finger put finger yeah put finger put finger cant control cant even hold sneaking front door feel ankle feel knee feel thigh feel put right ill want put put finger,ENGLISH
973,/ac-dc/,dare,/ac-dc/if-you-dare.html,honey love love woman wont outside play dare woman love love love say woman wont outside play dare outside dare outside play,ENGLISH
974,/ac-dc/,want blood youve got,/ac-dc/if-you-want-blood-youve-got-it.html,criminal ought law criminal ought whole lot nothing nothing tell trust want lust chorus want blood want blood blood street blood rock blood gutter every last drop want blood animal living human zoo animal shit toss feeling christian locked cage thrown lion second rage chorus blood rock blood street blood sky blood sheet want blood want bleed want blood,ENGLISH
975,/ac-dc/,inject venom,/ac-dc/inject-the-venom.html,mercy bad want mercy bad plead mercy bad need mercy tell truth tell lie cross heart hope die never give cant take back scratch cat inject venom itll last attack mercy bad want mercy bad plead mercy bad need venom heart feel pain take soul leave stain choose victim take surprise hard right eye inject venom inject venom inject venom inject stick stick,ENGLISH
976,/ac-dc/,long way top wanna rock roll,/ac-dc/its-a-long-way-to-the-top-if-you-wanna-rock-n-roll.html,ridin highway goin show stop byway playin rock roll gettin robbed gettin stoned gettin beat broken boned gettin gettin took tell folk harder look long way top wanna rock roll long way top wanna rock roll think easy doin one night stand try playin rock roll band long way top wanna rock roll hotel motel make wanna cry lady hard sell reason gettin old gettin grey gettin ripped underpaid gettin sold second hand thats playin band long way top wanna rock roll long way top wanna rock roll wanna star stage screen look rough mean long way top wanna rock roll long way top wanna rock roll long way top wanna rock roll long way top wanna rock roll well long way long way shouldve told long way long way,ENGLISH
977,/ac-dc/,jailbreak,/ac-dc/jailbreak.html,friend mine murder judge gavel fell jury found guilty gave sixteen year hell said aint spending life aint living alone aint breaking rock chain gang breakin headin home gonna make jailbreak lookin towards sky gonna make jailbreak oh wish could fly name liberty name liberty free jailbreak let jailbreak sixteen year jailbreak take jailbreak yeah said hed seen lady fooled another man gun hand bullet started flying everywhere people started scream big man lying ground hole body life name liberty name liberty free jailbreak jailbreak break heartbeat racin freedom chasin spotlight siren rifle firing made bullet back,ENGLISH
978,/ac-dc/,kicked teeth,/ac-dc/kicked-in-the-teeth.html,two face woman two face lie hope two face livins made satisfied toldl baby one ya runnin round town every mother son two told woman two told thing used think sugar spice listened ma advice kicked teeth sometimes lose sometimes win kicked teeth aint misery ever gonna end kicked teeth kicked teeth two face woman cryin shame double nothin run around hope fun never who gonna win til race run kicked teeth sometimes lose sometimes win kicked teeth aint misery ever gonna end kicked teeth kicked teeth kicked teeth stevehowe,ENGLISH
979,/ac-dc/,kissin dynamite,/ac-dc/kissin-dynamite.html,eating thrill sugar cane sugar cane dressin kill fireball shadow storm thats gonna show overwhelmed volcano getting set blow set blow nasty reputation healthy apetite need detonation set fuse alight fuse alight feel kissin dynamite let rain let rain let feel pour let slide let slide let feel core thunder mountain lightning sky eye tornado watch kill recreation play game night want work vocation set world alight set world alight feel kissin dynamite dynamite dynamite gonna blow dynamite wanna warn dynamite volcano dynamite imagination dynamite thats way want thats way hell dynamite feel kissin dynamite,ENGLISH
980,/ac-dc/,landslide,/ac-dc/landslide.html,want hear bad boy story satan rock roll want put hand pocket take ten dollar send ha ha man main man [hallelujah amen] listen baby gonna say momma done school son didnt round daddy take sends bullet affair boy lost living nightmare aint fair chorus boy lose he win lot call last shot shaker he breaker he maker he landslide landslide walking talking rocking landslide momma aint toy never ever share daddy expecting son room air boy lost rocking double dare he stare chorus landslide landslide landslide landslide preacher done say prayer take promised land momma love gonna give hell never gonna boy lost river follow course he bos chorus landslide walking talking rocking landslide landslide landslide man one man landslide landslide landslide landslide man one man landslide boy walk talk rocking landslide he gone,ENGLISH
981,/ac-dc/,let put love,/ac-dc/let-me-put-my-love-into-you.html,flying free flight driving night machinery cause power hour show man reputation blown piece artillery ill guided well riding given struggle fight worry cause turn tonight chorus let put love babe let put love line let put love babe let cut cake knife fever burning faster spark fire crazy feeling reeling raising steam struggle fight worry cause turn tonight chorus let give,ENGLISH
982,/ac-dc/,let rock,/ac-dc/let-there-be-rock.html,beginning back nineteen fifty five man didnt bout rock roll show jive white man schmaltz black man blue one knew gonna tchaikovsky news said let sound sound let light light let drum drum let guitar guitar ah let rock came pas rock roll born across land every rockin band blowin storm guitar man famous business man rich every bar superstar seven year itch fifteen million finger learnin play could hear finger pickin say let light sound drum guitar ah let rock one night club called shakin hand decibel rockin band music good music loud singer turned said crowd let rock,ENGLISH
